Ship Name,Ship Type,GRT,Date,U-Boat,Loss Type,Position,Location,Route,Cargo,Casualties
Nelly,Steamer,1868,05/08/17,UC 61 (Georg Gerth),Sunk,Shelled and scuttled 44 miles S37W of Penmarch,"47° 18'N, 4° 55'W",,,1
Nelson A.,Fishing vessel (sail),72,08/04/18,U 156 (Richard Feldt),Sunk,"Stopped and scuttled 25 miles south of Shelburne, Nova Scotia",,"Lockeport - Yarmouth, Nova Scotia",fish and supplies,0
Nemaat Kheda,Sailing vessel,40,04/27/18,UB 53 (Robert Sprenger),Sunk,,"32° 07'N, 32° 32'E",,,
Nembo,Destroyer,330,10/16/16,k.u.k. U16 (Orest Ritter von Zopa),Sunk,"on way to Albania, torpedoed but rammed and sank submarine",,,,32
Nentmoor,Steamer,3535,04/20/17,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,140 miles W of Gibraltar,"35° 25'N, 8° 02'W",Rosario - Gibraltar,wheat,0
Neotsfield,Steamer,3821,09/14/18,UB 64 (Ernst Krieger),Sunk,Torpedoed 1.5 miles S of the Skulmartin LH,"54° 42'N, 5° 23'W",Glasgow - Naples,coal & coke,0
Nepaulin,Auxiliary minesweeper,314,04/20/17,UB 12 (Ernst Steindorff),Sunk,Mined near the Dyck LV,"51° 03'N, 2° 12'E",,,19
Neptune,Sailing vessel,151,08/02/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,25 miles off Cap Sandalo about 3900N 0730E at 10:30am,"39° 00'N, 7° 30'E",,,
Neptuno,Steamer,321,01/28/18,U 152 (Constantin Kolbe),Sunk,stopped and scuttled 140 miles off Lisbon,"37° 12'N, 11° 37'W",Lisbon - Funchal,general cargo including food and mail,0
Neptunus,Sailing vessel,143,07/26/15,U 6 (Reinhold Lepsius),Sunk,,"56° 59'N, 2° 05'E",Kristania - Leith,planed boards,0
Neptunus I,Trawler,80,07/28/17,UC 16 (Georg Reimarus),Sunk,Stopped and sunk by gunnery off Ymuiden,,,,0
Nereide,Submarine,225,08/05/15,k.u.k. U5 (Georg Ritter von Trapp),Sunk,"Torpedoed off Pelagosa Rock, Adriatic Sea","42° 23'N, 16° 16'E",,,20
Nereus,Steamer,3980,08/12/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,4 miles from Cape Garoupe (Antibes area) at 10:40am,"43° 28'N, 7° 09'E",Newport News - Genoa,coal 5380 tons,0
Nerma,Steamer,689,08/25/17,UC 65 (Max Viebeg),Sunk,Torpedoed 3.5 miles W of Berry Head,,St. Malo - Port Talbot,in ballast,7
Nervier,Steamer,1759,10/09/17,U 101 (Karl Koopmann),Sunk,Northern North Sea,"60° 11'N, 0° 42'W",Bergen - Lerwick,planks,
Nervion,Steamer,1921,12/04/16,UB 23 (Heinz Ziemer),Sunk,30 miles S of Fastnet,,Skien - Nantes,nitrate,0
Nesjar,Steamer,1609,09/29/16,U 43 (Hellmuth JÃ¼rst),Sunk,"NW of Kola about 5 miles NE of Zyp-Navolok, Rybachij Peninsula","69° 38'N, 33° 16'E",Skien - Archangelsk,ammonium nitrate,0
Ness,Steamer,3050,10/25/17,U 64 (Robert Moraht),Sunk,10 miles SE of Cabo de Gata,,Sfax-Gibraltar,,2
Nestor,Trawler,176,04/06/17,UC 27 (Gerhard Schulz),Sunk,Stopped and sunk by gunnery 20 miles NWxN1/2N of North Ronaldshay,"59° 38'N, 3° 04'W",,,0
Nestos,Steamer,4060,04/08/17,UB 47 (Hans Hermann Wendlandt),Sunk,about 50 miles WSW of Sapienza Island (SW Peloponessus),"36° 27'N, 20° 59'E",New York - Piraeus,wheat,
Netherlee,Steamer,4227,02/10/17,U 81 (Raimund Weisbach),Sunk,92 miles W1/2S of Fastnet,"50° 44'N, 11° 45'W",Philadelphia - Dunkerque,general cargo,2
Netherton,Sailing vessel,199,02/18/17,UC 18 (Wilhelm Kiel),Sunk,Stopped and scuttled 16 miles S of Anvil Point,,Le Havre - Briton Ferry,steel turnings,0
Netta,Steamer,370,09/03/16,UB 18 (Otto Steinbrinck),Sunk,35 miles NE of Cape dâAntifer,,Rouen - Newcastle,in ballast,0
Neuilly,Sailing vessel,2186,10/01/17,U 90 (Walter Remy),Sunk,Stopped and scuttled 450 miles SW of Penmarch,"46° 14'N, 13° 07'W","Geelong, Australia - Pauillac",wheat,0
Neuquen,Steamer,3583,01/20/17,U 84 (Walter Roehr),Sunk,20 miles NWxW of the Skelligs,"51° 50'N, 10° 52'W",Rosario - Belfast,maize,18
Never Can Tell,Fishing vessel,31,05/30/18,UB 64 (Otto von Schrader),Sunk,Stopped and scuttled 26 miles WNW of the Calf of Man.,,,,0
Nevisbrook,Steamer,3140,07/20/17,U 45 (Erich Sittenfeld),Sunk,Torpedoed 90 miles W1/2S of Fastnet.,"50° 39'N, 11° 42'W",La Goulette - Barrow,iron ore,0
New Comet,Navy Trawler,177,01/20/17,UC 4 (Georg Reimarus),Sunk,Mined off Orfordness 52.0730N - 01.4340E,"52° 08'N, 1° 44'E",,,8
HMD New Dawn,Navy Drifter,93,03/23/18,UC 17 (Erich Stephan),Sunk,Mined off the Needles,,,,3
New Design No.2,Sailing Vessel,66,05/04/17,UC 65 (Otto Steinbrinck),Sunk,Stopped and scuttled 25 miles NxW of the South Bishop Light,,Bridgewater - Dublin,bricks,0
New Sweden,Steamer,5319,05/20/18,UB 50 (Franz Becker),Sunk,Torpedoed 20 miles SxW of the Sabinal Light,"36° 24'N, 2° 40'W",Genoa - Gibraltar,in ballast,0
New York,Sailing vessel,442,12/16/17,UB 49 (Hans von Mellenthin),Sunk,Stopped and sunk by gunnery near Cape San Vito,"38° 14'N, 12° 55'E",,,
New York City,Steamer,2970,08/19/15,U 24 (Rudolf Schneider),Sunk,"44 miles SSE of Fastnet. 50.57N, 08.38W per KTB","51° 00'N, 8° 50'W",Bristol & Swansea - New York,general cargo,0
New Zealand Transport,Steamer,4481,06/14/17,UC 23 (Johannes Kirchner),Sunk,"Torpedoed 8 miles SE of Serphopulo Island, Aegean Sea",,Port Talbot - Mudros,coal,3
Newark Castle,Drifter,85,07/06/16,UB 23 (Ernst Voigt),Sunk,Stopped and sunk 23 miles SE of the Tyne,,,,0
Newburn,Steamer,3554,08/07/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,34 miles NxE3/4E of Dragonera Island at 11:00am,,Cardiff - Marseille,coal,0
Newby,steamer,2168,09/26/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,53 miles E Barcelona at 12:20pm,"41° 30'N, 3° 20'E",San Rafael - Larne,minerals,0
Newcastle,Steamer,3403,10/10/15,UC 5 (Herbert Pustkuchen),Sunk,Mined 4 miles SW of the Folkestone Pier,,Mauritius - London,general cargo,0
Newholm,Steamer,3399,09/08/17,UC 31 (Kurt Siewert),Sunk,1 mile S of Start Point,,Bilbao - Middlesbrough,iron ore,20
Newlyn,Steamer,4019,08/02/17,UB 31 (Thomas Bieber),Sunk,Torpedoed 2 miles S of Prawle Point,,Tyne - Genoa,coal & coke,4
HMS Newmarket,Auxiliary minesweeper,833,07/17/17,UC 38 (Alfred Klatt),Sunk,"Torpedoed and sunk south of Nikaria Island, Aegean Sea","37° 17'N, 26° 15'E",,,70
Newminster Abbey,Steamer,3114,02/02/18,UB 48 (Wolfgang Steinbauer),Sunk,44 miles ExN1/2N of Cape Creus,,Genoa - Huelva,coal,0
Newquay,Steamer,4191,10/13/17,UB 64 (Otto von Schrader),Damaged,Torpedoed 9 miles E of Lerwick,,Archangelst - Nantes,timber,0
Newstead,Steamer,2836,03/03/17,U 49 (Richard Hartmann),Sunk,150 miles WNW of Fastnet,"52° 02'N, 13° 24'W",Barry - Naples,coal,15
Nexos,Steamer,1013,12/05/16,UC 21 (Reinhold Saltzwedel),Sunk,26 miles WSW of Armen LH,"48° 02'N, 5° 40'W","Barcelona, Tarragona & Cartagena - London",fruit & general cargo,0
Nikolaos,Sailing vessel,50,05/01/18,UC 74 (Hans Adalbert von der LÃ¼he),Sunk,Stopped and sunk by gunnery off Egypt,"31° 31'N, 29° 14'E",,,
Nico,Steamer,712,12/18/15,UC 3 (Erwin WaÃner),Sunk,Mined 3.5 miles W of the Longsand LV,,Newcastle - Boulogne,coke,2
Nicolaos,Steamer,1215,03/01/17,U 65 (Hermann von Fischel),Sunk,South of Sardinia,,,,
Nicolaos Roussos,Steamer,2421,10/04/17,U 32 (Kurt Hartwig),Sunk,Torpedoed in the Gulf of Lyon,"42° 46'N, 4° 11'E",Tyne - La Spezia,coal,
Nicolino,Sailing vessel,120,05/25/17,UC 35 (Ernst von Voigt),Sunk,Gulf of Genoa (?),,,,
Nicolo,Steamer,5466,09/24/16,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,"19 miles N of Dragonera Island, Balearics at 10:00am",,Genoa - Norfolk,in ballast,
Nicolosa,Sailing vessel,50,09/30/17,U 73 (Ernst von Voigt),Sunk,off Cyprus,,,,
Nidelven,Steamer,1262,04/27/17,UC 29 (Ernst Rosenow),Sunk,Mined 10 miles NE of Coquet Island,"55° 29'N, 1° 27'W",Tyne - SvolvÃ¦r,coal & passengers,3
Niemen,Steamer,1888,09/17/17,U 54 (Kurt Heeseler),Sunk,122 miles NW of Cape Ortegal,"45° 53'N, 8° 06'W",Rufisque - Bordeaux,,
Vivid,Fishing vessel,150,07/14/15,UC 3 (Erwin Weisbach),Sunk,Mined off Calais,,,,
Nigel,Steamer,1400,11/12/15,UC 6 (Matthias Graf von Schmettow),Sunk,Mined off Boulogne,,Newhaven - Boulogne,government stores,5
HMS Niger,Minesweeper,810,11/11/14,U 12 (Walter Forstmann),Sunk,"Torpedoed off Deal, the Downs.",,,,1
Nightingale,Fishing vessel,91,04/22/17,UC 44 (Kurt Tebbenjohanns),Sunk,Stopped and scuttled 26 miles S of Aberdeen,,,,0
Nigretia,Steamer,3187,09/27/15,UC 6 (Matthias Graf von Schmettow),Damaged,Mined near the South Goodwin LV. Bezch but refloated.,,Hull - Rouen,coal,0
Niki,Steamer,511,10/09/17,UB 48 (Wolfgang Steinbauer),Sunk,about 30 miles north of Cape Matapan,,,,0
Nikolaos,Steamer,3561,02/03/18,U 101 (Carl-Siegfried Ritter von Georg),Damaged,"Torpedoed in the Bristol Channel, towed Milford Haven",,Glasgow - Italy,coal,
Nil Desperandum,Trawler,148,09/25/16,U 57 (Carl-Siegfried Ritter von Georg),Sunk,Stopped and sunk 20 miles NE of Scarborough,,,,0
Nimrod,Fishing vessel (smack),51,09/10/15,UB 16 (Hans Valentiner),Sunk,Stopped and sunk 45 miles ExS of Lowestoft,,,,0
Nina,Steamer,3383,10/22/16,U 39 (Walter Forstmann),Sunk,10 miles west of Cape Tenes,"36° 28'N, 0° 56'E",New York - ?,,0
Nina  M.,Sailing vessel,117,03/12/17,U 64 (Robert Moraht),Sunk,off Malta,"36° 27'N, 14° 33'E",,,
Ninetta,Sailing vessel,17,05/18/18,UC 52 (Hellmuth von Doemming),Sunk,22 miles SExS of cape Passero,,,,
Ninotto,Sailing vessel,208,05/31/17,UC 25 (Johannes Feldkirchner),Sunk,Stopped and sunk in the Strait of Sicily,"36° 35'N, 11° 06'E",,,
Niobe,Steamer,654,05/10/15,U 36 (Ernst Graeff),prize,North Sea,,,,
Niobe,Steamer,654,09/07/16,UB 12 (Georg Gerth),prize,Smith Knoll area? Brought into Zeebrugge.,,Amsterdam - Bordeaux,,0
Niord,Sailing vessel,123,12/17/16,U 83 (Bruno Hoppe),Sunk,Stopped and sunk in the North Sea,"57° 28'N, 7° 12'E",Kristiania - West Hartlepool,pit props,0
Nirefs,Steamer,4080,06/14/17,UC 36 (Gustav Buch),Sunk,"Mined 1.5 miles from the La Vieille LH, near Ushant",,New Orleans - Havre,,
Niritos,Steamer,3756,04/12/17,k.u.k. U27 (Robert Teufl von Fernland),Sunk,"about 5 miles off Augusta, Sicily","37° 13'N, 15° 20'E",Genoa - Port Said,,
Nirpura,Steamer,7640,04/16/18,U 155 (Erich Eckelmann),Sunk,110 miles WNW of Cape Roca,"38° 57'N, 11° 55'W",Bombay - London,peas & lentils,0
Nirvana,Steamer,6021,04/17/17,UC 70 (Werner FÃ¼rbringer),Damaged,Mined 4 miles S of the Nab LV 503630N 005330W,"50° 37'N, 0° 54'W",Havre - Southampton,government stores,0
Nitedal,Steamer,1714,10/20/17,UB 57 (Otto Steinbrinck),Sunk,4 miles ESE of Flamborough Head,,Jarrow - Rouen,coal,12
Nitonian,Steamer,6381,06/20/17,U 61 (Victor Dieckmann),Damaged,Damaged by gunnery West of Ireland,,,,0
Nivernais,Steamer,2555,06/10/18,UB 48 (Wolfgang Steinbauer),Sunk,S of the Balearean Islands,"38° 10'N, 4° 07'E",Algiers - Marseille,sheep,
Njaal,Sailing vessel,578,04/12/18,U 104 (Kurt Bernis),Sunk,"North Sea, off Flekkefjord",,West Hartlepool - Marviken,coal,
Pieuse Paysanne,Fishing vessel (sail),,07/02/18,U 105 (Friedrich Strackerjan),Damaged,Damaged by gunnery 18 miles WNW of Ushant,,,,0
ALBERT 1er,Fishing vessel (sail),,07/02/18,U 105 (Friedrich Strackerjan),Damaged,Shelled 18 miles WNW of Ushant,,,,2
Noel,Motor fishing vessel,21,03/28/18,UC 64 (Ferdinand Schwartz),Sunk,Stopped and sunk 6 miles ENE of Whitby,,,,0
Noella,Navy Trawler,277,02/07/17,UC 26 (Matthias Graf von Schmettow),Sunk,Mined about 5 miles from Le Havre,,,,
Noli,steamer,1569,03/23/17,U 34 (Johannes Klasing),Sunk,off Civita Vecchia,"42° 11'N, 11° 37'E",Civitavecchia - Genoa,in ballast,0
Nominoe,Steamer,3155,03/19/16,UB 29 (Herbert Pustkuchen),Sunk,Torpedoed while at anchor off Lowestoft .5 mile SSE of Pakefield Gap Buoy,,Rouen - Newcastle,in ballast,
Nonni,Steamer,4105,12/08/17,UB 18 (Georg Niemeyer),Sunk,off Brest,"48° 53'N, 4° 28'W",Cherbourg - Brest,coal,
Noorderdijk,Steamer,7166,02/22/17,U 21 (Otto Hersing),Sunk,Captured and sunk by torpedoed 30 miles NW of Bishop Rock,"50° 10'N, 7° 05'W",New York - Rotterdam,corn meal & wheat,
Noordzee,Sailing vessel,136,05/02/17,UC 62 (Max Schmitz),Sunk,Stopped and scuttled near the Noord Hinder LV,,Rotterdam - Le Havre,milk,
Nor,Sailing vessel,544,03/31/15,U 10 (Fritz Stuhr),Sunk,off Sunderland,"56° 13'N, 4° 25'E",Fredrikstad â Hull,planed boards,0
Nora,Steamer,3933,06/03/18,UB 105 (Wilhelm Marschall),Sunk,Torpedoed 205 miles SE of Malta,"33° 38'N, 17° 42'E",Alexandria - Bizerta,in ballast,1
Nord,Barge,409,07/02/18,UB 40 (Hans Joachim Emsmann),Sunk,4 miles N of Flamborough Head in tow of tug ADMIRAL,,,,
Nordaas,Steamer,1111,07/09/15,U 25 (Otto WÃ¼nsche),Sunk,30 miles E of Aberdeen,"56° 58'N, 1° 07'W",Blyth - Petschora,coal,0
Nordboen,Steamer,2417,08/18/18,UB 48 (Wolfgang Steinbauer),Sunk,Stopped and scuttled 30 miles from Palamos (Barcelona area),"41° 20'N, 3° 48'E",Genoa - Gibraltar,in ballast,0
Nordcap,steamer,332,02/12/17,UC 21 (Reinhold Saltzwedel),Sunk,10 miles W of La Rochelle,"46° 18'N, 1° 52'W",Bilbao - Nantes,horseshoes,0
Norden,Sailing vessel,703,10/20/17,U 57 (Carl-Siegfried Ritter von Georg),Sunk,Stopped and sunk in the North Sea. Crew not recovered; vessel posted as missing.,,,,12
Nordhav,Sailing vessel,2846,08/17/18,U 117 (Otto DrÃ¶scher),Sunk,"Stopped and scuttled 120 miles NE of Cape Henry, Virginia",,Buenos Aires â New York,linseed,0
Nordkyn,Steamer,3244,03/12/18,U 154 (Hermann Gercke),Sunk,,"34° 12'N, 10° 17'W",Philadelphia - Gibraltar (f.o.),wheat,0
Nordlyset,Sailing vessel,82,07/19/15,U 36 (Ernst Graeff),Sunk,60 miles WSW of Lindesnaes,"57° 30'N, 6° 30'E",Arendal â Granton,pit props,0
Nordpol,Steamer,2053,12/25/17,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,30 miles N of Cherchell,"37° 02'N, 2° 02'E","Newport, Mon. - Bone",coal,0
NordsÃ¸en,Steamer,1055,04/24/17,U 35 (Lothar von Arnauld de la PeriÃ¨re),Sunk,"Stopped and scuttled near Cape St Vincent, 2 miles E of Sagres","37° 02'N, 8° 54'W",Bergen - Genoa,herring in barrels,0
Norefos,Steamer,1788,01/11/18,U 157 (Max Valentiner),Sunk,off Cap Bojeador,,MoÃ§ambique - Marseille,general cargo,0
Norfolk Coast,Steamer,782,06/18/18,UB 30 (Rudolf Stier),Sunk,23 miles SE from Flamborough Head,"53° 40'N, 0° 28'E",Rouen - Tyne,in ballast,8
Norhaug,Steamer,1245,05/26/17,UC 21 (Reinhold Saltzwedel),Sunk,Mined 10 miles W of St Nazaire,"47° 13'N, 2° 33'W",Swansea - Blaye,Coal,5
Norhilda,Steamer,1175,08/21/17,UC 17 (Ulrich Pilzecker),Sunk,5 miles SE Scarborough,"54° 15'N, 0° 10'W",Harwich - Tyne,in ballast,1
Noris,Steamer,583,12/20/17,UB 54 (Egon von Werner),Sunk,10 miles NW of Port en Bessin,,Swansea - Rouen,coal,14
Norma,Steamer,1997,01/14/17,UB 37 (Paul GÃ¼nther),Sunk,western Channel,"50° 13'N, 2° 00'W",Valencia via Falmouth - London,oranges & general cargo,0
Norma Pratt,Steamer,4416,03/16/17,U 70 (Otto WÃ¼nsche),Sunk,150 miles W of Bishop Rock,"48° 53'N, 9° 53'W",Le Havre - New York,hides & wine,0
Norman,Sailing vessel,1060,08/07/15,U 25 (Otto WÃ¼nsche),Sunk,about 18 miles off Arendal,"58° 15'N, 9° 24'E",NesÃ¸ya â Tyne,pit props,0
Normand,Steamer,2097,05/20/17,UB 20 (Hermann Glimpf),Sunk,25 miles N of Ushant,,Cardiff - Dakar,coal,0
Normandie,Steamer,1342,10/19/16,U 71 (Hugo Schmidt),Sunk,Captured and scuttled 20 miles WNW of Vinga,,GÃ¶teborg - Le Havre,general cargo,
Normandiet,Steamer,1843,04/21/18,U 91 (Alfred von Glasenapp),Sunk,34 miles SWxW of the Calf of Man,,Bilbao - Glasgow,iron ore,19
Normandy,Steamer,618,01/25/18,U 90 (Walter Remy),Sunk,8 miles ExN Cape de la Hague,"49° 46'N, 1° 44'W",Southampton - Cherbourg,general cargo & mails,27
Normanna,Steamer,2900,02/22/17,U 21 (Otto Hersing),Sunk,Scuttled Western entrance of Channel,"49° 35'N, 7° 40'W",Savannah - Stavanger,phosphates,0
Normanton,Steamer,3862,10/01/17,U 39 (Walter Forstmann),Sunk,Torpedoed 115 miles W1/2N of Cape Spartel,"35° 26'N, 8° 15'W",Barry - Savona,in ballast,0
Norne,Steamer,1224,03/26/16,U 28 (Georg-GÃ¼nther von Forstner),Sunk,North of Biscay,"47° 28'N, 7° 00'W",Villagarcia - Cardiff,pitprops,0
Nornen,Sailing vessel,215,09/29/16,U 49 (Richard Hartmann),Sunk,,"56° 15'N, 3° 34'E",Fredrikshald â West Hartlepool,pitprops,0
Norseman,Passenger steamer,9542,01/22/16,U 39 (Walter Forstmann),Sunk,"Torpedoed in the approaches to Salonika. Beached at Tuzla Point, Salonika but became a CTL. Scrapped in situ in 1920.",,Plymouth - Saloniki,Mules and munitions,0
Norte,Motor vessel,216,09/13/15,U 6 (Reinhold Lepsius),Sunk,7 miles ENE of Lindesnes,,Drammen â London,staves,0
North Sea,Steamer,1711,10/31/17,UC 65 (Claus Lafrenz),Sunk,2.5 miles SW of Prawle Point,,West Hartlepool - Pauillac,coal,1
North Star,Fishing vessel,15,05/03/17,UC 75 (Johannes Lohs),Sunk,Scuttled 13 miles S of Stags,"49° 45'N, 5° 05'W",,,
North Wales,Steamer,4072,10/26/16,U 69 (Ernst Wilhelms),Sunk,SW of the Scillies,,Hull - Canada,in ballast,30
Northfield,Steamer,2099,06/28/17,UB 40 (Hans Howaldt),Damaged,Torpedoed 35 miles WxN of the Shambles LV,,Portsmouth - ?,timber,0
Northfield,Steamer,2099,03/03/18,U 60 (Franz GrÃ¼nert),Sunk,25 miles SW of Lundy Island,"50° 55'N, 4° 45'W",Glasgow - Devonport,coal,15
Northlands,Steamer,2776,04/05/15,U 33 (Konrad Gansser),Sunk,Captured and then sunk by torpedo 24 miles SW of Beachy Head,"50° 03'N, 0° 16'W",La Goulette - Middlesbrough,iron ore,0
HMT Northumbria,Navy Trawler,211,03/03/17,UC 29 (Ernst Rosenow),Sunk,"Mined about a mile N of May Island 56Â°12â25âN, 02Â°34âW","56° 12'N, 2° 34'W",,,5
Northville,Steamer,2472,02/17/18,UB 33 (Fritz Gregor),Sunk,3.5 miles SExE of Berry Head,"50° 23'N, 3° 24'W",Newport - Dieppe,coal,0
Northwaite,Steamer,3626,03/13/17,U 61 (Victor Dieckmann),Sunk,14 miles WNW of the Blaskets,"52° 11'N, 11° 07'W",Sfax - Dublin,phosphate,0
Northward Ho, Trawler,180,05/03/15,U 9 (Johannes SpieÃ),Sunk,Stopped and scuttled 125 miles NE of Hornsea,,,,0
Norway,Passenger steamer,1447,05/26/17,U 19 (Johannes SpieÃ),Sunk,11 miles W1/2N of Holmengraa,"60° 53'N, 4° 13'E",Leith - Christiania,"steel pipe, general cargo & passengers",0
Norwegian,Steamer,6237,03/13/17,UC 43 (Erwin Sebelin),Sunk,"Mined 4 miles SW of Seven Heads, Clonakilty Bay",,New York - Liverpool,"mail, grain & general cargo",5
Norwood,Steamer,798,02/11/17,UC 29 (Ernst Rosenow),Sunk,off Aberdeen,,Middlesbrough - Aberdeen,general cargo,18
Nostra Madre,Sailing vessel,649,06/17/17,U 60 (Karlgeorg Schuster),Sunk,Stopped and sunk by gunnery 70 miles E of Fastnet,,Buenos Aires - Swansea,maize,
Nostra Signora Assunta,Sailing vessel,1256,08/31/16,U 34 (Claus RÃ¼cker),Sunk,Stopped and sunk 30 miles NE of Cape Palos,"39° 09'N, 0° 47'E",Genoa - Norfolk,in ballast,
Nostra Signora Del Carmine,Sailing vessel,1575,08/25/16,U 38 (Max Valentiner),Sunk,40 miles NNW of Cape Creux,,Baltimore - Genoa,,
Nostra Signora Del Porto Salvo,Sailing vessel,136,02/22/17,UC 35 (Ernst von Voigt),Sunk,Stopped and scuttled 35 miles NW of Isola Marettimo,,Alicante - Malta,wine,0
Nostra Signora Della Guardia,Sailing vessel,1588,08/30/16,U 38 (Max Valentiner),Sunk,"30 miles off Cape San Antonio, SE Spain",,Philadelphia - Savona,,
Notre Dame De Lourdes,Fishing vessel,161,09/03/16,UB 29 (Herbert Pustkuchen),Sunk,along English south coast,"50° 26'N, 0° 01'W",,,
Notre Dame Du Verger,Sailing vessel,227,01/02/17,UC 37 (Otto Launburg),Sunk,Scuttled 12 miles N1/4NW of Cape Roca (off Lisbon),,Swansea-Lisbon,,0
Notre Dame Du Perpetuel Secours,Fishing vessel,29,03/17/17,UC 70 (Werner FÃ¼rbringer),Sunk,off Gironde,,,,
Nottingham,Trawler,165,06/07/15,U 25 (Otto WÃ¼nsche),Sunk,Stopped and sunk 70 miles NE of Spurn,,,,0
HMS Nottingham,Light cruiser,5400,08/19/16,U 52 (Hans Walther),Sunk,,"55° 34'N, 0° 12'E",,,38
Nour-el-bahr,Coast guard vessel,450,11/05/15,U 35 (Waldemar Kophamel),Damaged,Port of Sollum,,,,
Nova,Steamer,1034,03/27/17,UC 77 (Reinhard von Rabenau),Sunk,18 miles off Girdleness,,Blyth - Sarpsborg,coal,0
Noviembre,Steamer,3500,12/13/17,U 102 (Curt Beitzen),Sunk,10 miles off of the River Gironde,"45° 24'N, 1° 37'W",New York & Bilbao - La Pallice,,
Novillo,Steamer,2336,10/22/17,UB 57 (Otto Steinbrinck),Sunk,8 miles NE of Scarborough,,Newcastle - Blaye,coal,4
Novington,Steamer,3442,10/24/17,UC 40 (Hermann Menzel),Damaged,"Torpedoed 25 miles E1/4S of Bard Island, Shetlands",,Archangelst -Nantes,sawn wood,0
Novocastrian,Steamer,1151,10/05/15,UC 7 (Franz WÃ¤ger),Sunk,Mined 3.5 miles SExE of Lowestoft,,London - Newcastle,general cargo,0
Noya,Steamer,4282,08/30/17,U 62 (Ernst Hashagen),Sunk,Torpedoed 8 miles WSW Lizard at 2:00am,"49° 52'N, 5° 22'W",New Orleans - Falmouth,barley & oil,1
Nozal,Fishing vessel,34,03/17/17,UC 70 (Werner FÃ¼rbringer),Sunk,off Gironde,,,,
Tb. 11,Torpedo Boat,263,03/07/16,UC 10 (Alfred Nitzsche),Sunk,Mined north entrance to Black Deep.,"51° 48'N, 1° 34'E",on patrol,,23
Nr. 62,River Gunboat,200,03/27/17,UC 37 (Otto Launburg),Sunk,W of Bizerta,,,,
Nuceria,Steamer,4702,10/02/17,U 39 (Walter Forstmann),Sunk,Torpedoed 120 miles W1/2N of Cape Spartel,"35° 27'N, 8° 25'W",Barry - Italy,coal,2
Nueva Montana,Steamer,2039,01/28/17,U 53 (Hans Rose),Sunk,off Penmarch Point,"47° 38'N, 5° 15'W",Santander - Tyne Dock,iron ore,0
Nugget,Steamer,405,07/31/15,U 28 (Georg-GÃ¼nther von Forstner),Sunk,Captured and sunk by gunfire 45 miles SW of Scilly,"49° 05'N, 6° 58'W",,,0
Numitor,Navy Trawler,242,04/20/18,UC 4 (Ernst Berlin),Sunk,Mined off Orfordness,"52° 07'N, 1° 45'E",,,5
Nuova Francesca,Sailing vessel,45,09/24/17,UC 53 (Kurt Albrecht),Sunk,Tyrrenhian Sea,,,,
Nuova Maria Di Porto Salvo,Sailing vessel,48,04/03/17,UC 38 (Alfred Klatt),Sunk,Stopped and scuttled off the east coast of Sardinia,"39° 25'N, 9° 44'E",,roofing tiles,
Nuovo Enio,Sailing vessel,35,03/24/18,UC 53 (Adolf Ehrensberger),Sunk,north entrance to the Straiths of Sicily,,,,
Nuovo Mondo Carmelo,Sailing vessel,25,06/19/17,U 64 (Robert Moraht),Sunk,Straits of Sicily,,,,
Nuovo S. Giovanni,Sailing vessel,31,05/28/17,UC 25 (Johannes Feldkirchner),Sunk,Stopped and sunk by gunnery,"34° 28'N, 11° 15'E",,,
Nuovo San Francesco,Sailing vessel,101,04/08/17,,Sunk,Mediterranean,,,,
Nuttallia,Trawler,229,03/13/17,UC 44 (Kurt Tebbenjohanns),prize,60 miles S of Fair Island,,,,0
Nuzza,Sailing vessel,1102,02/08/18,U 156 (Konrad Gansser),Sunk,Stopped and scuttled W of Gibraltar,"34° 33'N, 13° 40'W",Genoa - Philadelphia,in ballast,
Nyanza,Passenger steamer,6695,12/09/17,U 53 (Hans Rose),Damaged,Torpedoed 10 miles off the Lizard,,London - Calcutta,general cargo,49
Nyanza,Passenger steamer,6695,02/25/18,UB 40 (Karl Dobberstein),Damaged,Torpedoed 10 miles off Brighton,,Falmouth - London,in ballast,4
Nyassa,Steamer,2579,11/24/17,UB 57 (Otto Steinbrinck),Sunk,3 miles ESE of the Lizard,"49° 56'N, 5° 08'W",Cardiff - Rouen,coal,0
Nyassaland,Steamer,383,04/08/18,UB 33 (Fritz Gregor),Sunk,18 miles E of Start Point,,Cardiff - Le Havre,coal,0
Nydal,Steamer,1809,05/05/17,UC 72 (Ernst Voigt),Sunk,off the Gironde - 25 miles WSW of La Coubre LH,,New York - Bordeaux,general cargo,0
Nyhamn,Sailing vessel,302,07/08/17,UC 79 (Erich Haecker),prize,Skagerrak,,Stockholm - West Hartlepool,boards,0
